strain	date	PPX_accession	PPX_accession__url	INSDC_accession	INSDC_accession__url	dataUseTerms	dataUseTerms__url	region	country	clades	old_nomenclature	insertion	author	accession	division
China/PP_0047XQ4.1/2018-02-01	2018-02-01	PP_0047XQ4.1	https://pathoplexus.org/seq/PP_0047XQ4.1	PV217861.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217861.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047XQ4	Beijing
China/PP_0047Y82.1/2018-04-26	2018-04-26	PP_0047Y82.1	https://pathoplexus.org/seq/PP_0047Y82.1	PV217879.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217879.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y82	Beijing
Australia/PP_002JECR.2/2013-08-11	2013-08-11	PP_002JECR.2	https://pathoplexus.org/seq/PP_002JECR.2	OP904055.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904055.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JECR	
Australia/PP_002JFYH.2/2013-08-11	2013-08-11	PP_002JFYH.2	https://pathoplexus.org/seq/PP_002JFYH.2	OP904109.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904109.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JFYH	
Australia/PP_002JE9X.2/2013-10-14	2013-10-14	PP_002JE9X.2	https://pathoplexus.org/seq/PP_002JE9X.2	OP904052.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904052.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JE9X	
China/PP_00487CH.1/2017-04-24	2017-04-24	PP_00487CH.1	https://pathoplexus.org/seq/PP_00487CH.1	PV218189.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218189.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00487CH	Beijing
China/PP_0048640.1/2016-04-08	2016-04-08	PP_0048640.1	https://pathoplexus.org/seq/PP_0048640.1	PV218147.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218147.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0048640	Beijing
China/PP_00485EF.1/2016-01-09	2016-01-09	PP_00485EF.1	https://pathoplexus.org/seq/PP_00485EF.1	PV218123.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218123.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00485EF	Beijing
China/PP_0048616.1/2016-04-20	2016-04-20	PP_0048616.1	https://pathoplexus.org/seq/PP_0048616.1	PV218144.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218144.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0048616	Beijing
China/PP_004867U.1/2016-04-06	2016-04-06	PP_004867U.1	https://pathoplexus.org/seq/PP_004867U.1	PV218150.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218150.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_004867U	Beijing
China/PP_0047X75.1/2017-04-20	2017-04-20	PP_0047X75.1	https://pathoplexus.org/seq/PP_0047X75.1	PV217844.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217844.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047X75	Beijing
China/PP_00485GB.1/2016-01-08	2016-01-08	PP_00485GB.1	https://pathoplexus.org/seq/PP_00485GB.1	PV218125.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218125.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00485GB	Beijing
China/PP_004876V.1/2017-04-01	2017-04-01	PP_004876V.1	https://pathoplexus.org/seq/PP_004876V.1	PV218183.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218183.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_004876V	Beijing
China/PP_00485PW.1/2016-02-15	2016-02-15	PP_00485PW.1	https://pathoplexus.org/seq/PP_00485PW.1	PV218132.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218132.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00485PW	Beijing
China/PP_0047Y4A.1/2018-04-12	2018-04-12	PP_0047Y4A.1	https://pathoplexus.org/seq/PP_0047Y4A.1	PV217875.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217875.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y4A	Beijing
USA/PP_002KFL5.1/2018-05	2018-05-01 (2018-05-01 - 2018-05-28)	PP_002KFL5.1	https://pathoplexus.org/seq/PP_002KFL5.1	PV383334.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383334.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KFL5	Pittsburgh
China/PP_0048608.1/2016-04-12	2016-04-12	PP_0048608.1	https://pathoplexus.org/seq/PP_0048608.1	PV218143.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218143.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0048608	Beijing
Australia/PP_002JEDP.2/2013-07-01	2013-07-01	PP_002JEDP.2	https://pathoplexus.org/seq/PP_002JEDP.2	OP904056.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904056.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JEDP	
China/PP_00485QU.1/2016-01-20	2016-01-20	PP_00485QU.1	https://pathoplexus.org/seq/PP_00485QU.1	PV218133.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218133.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00485QU	Beijing
China/PP_00484H9.1/2015-09-12	2015-09-12	PP_00484H9.1	https://pathoplexus.org/seq/PP_00484H9.1	PV218092.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218092.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00484H9	Beijing
USA/PP_004F52R.1/2018-02	2018-02-01 (2018-02-01 - 2018-02-25)	PP_004F52R.1	https://pathoplexus.org/seq/PP_004F52R.1	PV796821.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796821.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F52R	Pittsburgh
Australia/PP_002JEJC.2/2013-06-20	2013-06-20	PP_002JEJC.2	https://pathoplexus.org/seq/PP_002JEJC.2	OP904061.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904061.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JEJC	
USA/PP_004F7V2.1/2017-04	2017-04-01 (2017-04-01 - 2017-04-27)	PP_004F7V2.1	https://pathoplexus.org/seq/PP_004F7V2.1	PV796916.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796916.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7V2	Pittsburgh
USA/PP_004F4T9.1/2018-01	2018-01-01 (2018-01-01 - 2018-01-28)	PP_004F4T9.1	https://pathoplexus.org/seq/PP_004F4T9.1	PV796812.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796812.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F4T9	Pittsburgh
Australia/PP_002JGBR.2/2018-11-29	2018-11-29	PP_002JGBR.2	https://pathoplexus.org/seq/PP_002JGBR.2	OP904122.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904122.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JGBR	
China/PP_00482ST.1/2024-04-01	2024-04-01	PP_00482ST.1	https://pathoplexus.org/seq/PP_00482ST.1	PV218033.1	https://www.ncbi.nlm.nih.gov/nuccore/PV218033.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_00482ST	Beijing
USA/PP_0049FNL.1/2022-12-05	2022-12-05	PP_0049FNL.1	https://pathoplexus.org/seq/PP_0049FNL.1	PX443979.1	https://www.ncbi.nlm.nih.gov/nuccore/PX443979.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Lauring, A. S.; Papalambros, L. K.	PP_0049FNL	
Kenya/PP_0049ZM4.1/2021-05-24	2021-05-24	PP_0049ZM4.1	https://pathoplexus.org/seq/PP_0049ZM4.1	PX279676.1	https://www.ncbi.nlm.nih.gov/nuccore/PX279676.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Africa	Kenya	B1	B1	False	Okanda, D.; Odoyo, S.; Kiprono, H.; Katama, E.; Maina, G.; Mutunga, M.; Lewa, C.; Cheruiyot, R.; Nyiro, J.; Agoti, C.; Githinji, G.	PP_0049ZM4	Kilifi
USA/PP_002KFJ9.1/2018-03	2018-03-01 (2018-03-01 - 2018-03-28)	PP_002KFJ9.1	https://pathoplexus.org/seq/PP_002KFJ9.1	PV383332.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383332.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KFJ9	Pittsburgh
USA/PP_002K0JQ.1/2019-09-10	2019-09-10	PP_002K0JQ.1	https://pathoplexus.org/seq/PP_002K0JQ.1	PP947609.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947609.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0JQ	Washington
USA/PP_002K31N.1/2020-02-15	2020-02-15	PP_002K31N.1	https://pathoplexus.org/seq/PP_002K31N.1	PP947694.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947694.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K31N	Washington
USA/PP_002K0LL.1/2019-12-14	2019-12-14	PP_002K0LL.1	https://pathoplexus.org/seq/PP_002K0LL.1	PP947611.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947611.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0LL	Washington
USA/PP_002K0QC.1/2019-12-24	2019-12-24	PP_002K0QC.1	https://pathoplexus.org/seq/PP_002K0QC.1	PP947615.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947615.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0QC	Washington
USA/PP_002K0EZ.1/2020-01-09	2020-01-09	PP_002K0EZ.1	https://pathoplexus.org/seq/PP_002K0EZ.1	PP947605.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947605.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K0EZ	Washington
USA/PP_002K10S.1/2020-03-07	2020-03-07	PP_002K10S.1	https://pathoplexus.org/seq/PP_002K10S.1	PP947625.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947625.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K10S	Washington
Australia/PP_002JEL8.2/2013-09-08	2013-09-08	PP_002JEL8.2	https://pathoplexus.org/seq/PP_002JEL8.2	OP904063.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904063.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JEL8	
Australia/PP_002JDXM.2/2017-06-04	2017-06-04	PP_002JDXM.2	https://pathoplexus.org/seq/PP_002JDXM.2	OP904040.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904040.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JDXM	
Australia/PP_002H4GV.2/2020-08-05	2020-08-05	PP_002H4GV.2	https://pathoplexus.org/seq/PP_002H4GV.2	MW221990.1	https://www.ncbi.nlm.nih.gov/nuccore/MW221990.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Kok, J.; Carter, I.; Dwyer, D. E.; Eden, J. S.; Eden, J.-S.	PP_002H4GV	
Australia/PP_002JFM5.2/2017-08-05	2017-08-05	PP_002JFM5.2	https://pathoplexus.org/seq/PP_002JFM5.2	OP904098.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904098.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JFM5	
USA/PP_004F7A7.1/2017-02	2017-02-01 (2017-02-01 - 2017-02-25)	PP_004F7A7.1	https://pathoplexus.org/seq/PP_004F7A7.1	PV796897.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796897.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F7A7	Pittsburgh
USA/PP_004F6NH.1/2019-05	2019-05-31 (2019-05-04 - 2019-05-31)	PP_004F6NH.1	https://pathoplexus.org/seq/PP_004F6NH.1	PV796875.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796875.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F6NH	Pittsburgh
USA/PP_002JYY0.1/2020-02-10	2020-02-10	PP_002JYY0.1	https://pathoplexus.org/seq/PP_002JYY0.1	PP947555.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947555.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002JYY0	Washington
USA/PP_002K1T5.1/2018-12-30	2018-12-30	PP_002K1T5.1	https://pathoplexus.org/seq/PP_002K1T5.1	PP947652.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947652.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K1T5	Washington
USA/PP_002KFAS.1/2019-03	2019-03-01 (2019-03-01 - 2019-03-28)	PP_002KFAS.1	https://pathoplexus.org/seq/PP_002KFAS.1	PV383324.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383324.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KFAS	Pittsburgh
USA/PP_002KG27.1/2019-01	2019-01-31 (2019-01-05 - 2019-01-31)	PP_002KG27.1	https://pathoplexus.org/seq/PP_002KG27.1	PV383350.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383350.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KG27	Pittsburgh
USA/PP_002K289.1/2020-01-04	2020-01-04	PP_002K289.1	https://pathoplexus.org/seq/PP_002K289.1	PP947667.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947667.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K289	Washington
USA/PP_002K91G.1/2020-01-30	2020-01-30	PP_002K91G.1	https://pathoplexus.org/seq/PP_002K91G.1	PQ634948.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634948.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K91G	Washington
China/PP_0047Z65.1/2018-12-11	2018-12-11	PP_0047Z65.1	https://pathoplexus.org/seq/PP_0047Z65.1	PV217911.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217911.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Z65	Beijing
USA/PP_0049LMH.1/2025-03-13	2025-03-13	PP_0049LMH.1	https://pathoplexus.org/seq/PP_0049LMH.1	PX444148.1	https://www.ncbi.nlm.nih.gov/nuccore/PX444148.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Lauring, A. S.; Papalambros, L. K.	PP_0049LMH	
USA/PP_002KF9U.1/2018-03	2018-03-31 (2018-03-04 - 2018-03-31)	PP_002KF9U.1	https://pathoplexus.org/seq/PP_002KF9U.1	PV383323.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383323.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KF9U	Pittsburgh
USA/PP_004F8EY.1/2018-03	2018-03-01 (2018-03-01 - 2018-03-28)	PP_004F8EY.1	https://pathoplexus.org/seq/PP_004F8EY.1	PV796935.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796935.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F8EY	Pittsburgh
USA/PP_004F90R.1/2019-03	2019-03-01 (2019-03-01 - 2019-03-28)	PP_004F90R.1	https://pathoplexus.org/seq/PP_004F90R.1	PV796955.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796955.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F90R	Pittsburgh
China/PP_0047Y1G.1/2018-03-23	2018-03-23	PP_0047Y1G.1	https://pathoplexus.org/seq/PP_0047Y1G.1	PV217872.1	https://www.ncbi.nlm.nih.gov/nuccore/PV217872.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Kang, L.; Wang, L.; Huang, F.	PP_0047Y1G	Beijing
USA/PP_004F5B7.1/2018-04	2018-04-01 (2018-04-01 - 2018-04-27)	PP_004F5B7.1	https://pathoplexus.org/seq/PP_004F5B7.1	PV796830.1	https://www.ncbi.nlm.nih.gov/nuccore/PV796830.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Pless, L. L.; Damodaron, L.; Pomponio, R.; Patrick, R.; Griffith, M. P.; Walters, S.; Waggle, K. D.; Pleskovitch, A.; Rangachar Srinivasa, V.; Varela, C. A.; Harrison, L. H.; Barton, J. P.; Moncla, L. H.; Michaels, M. G.; Williams, J. V.; Wang-Erickson, A. F.; Wang-Erickson, A.	PP_004F5B7	Pittsburgh
USA/PP_002KFCN.1/2018-03	2018-03-15 (2018-03-01 - 2018-03-31)	PP_002KFCN.1	https://pathoplexus.org/seq/PP_002KFCN.1	PV383326.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383326.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KFCN	Pittsburgh
USA/PP_002KFK7.1/2018-03	2018-03-15 (2018-03-01 - 2018-03-31)	PP_002KFK7.1	https://pathoplexus.org/seq/PP_002KFK7.1	PV383333.1	https://www.ncbi.nlm.nih.gov/nuccore/PV383333.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Rangachar Srinivasa, V.; Griffith, M.; Sundermann, A.; Mills, E.; Raabe, N. J.; Shutt, K. A.; Phan, T.; Wang-Erickson, A.; Marsh, J.; Snyder, G.; Van Tyne, D.; Pless, L.; Harrison, L. H.; Waggle, K.	PP_002KFK7	Pittsburgh
USA/PP_002K72G.1/2019-12-22	2019-12-22	PP_002K72G.1	https://pathoplexus.org/seq/PP_002K72G.1	PQ634881.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634881.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K72G	Washington
USA/PP_002K2V0.1/2020-02-24	2020-02-24	PP_002K2V0.1	https://pathoplexus.org/seq/PP_002K2V0.1	PP947688.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947688.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K2V0	Washington
USA/PP_002K7ZM.1/2021-06-06	2021-06-06	PP_002K7ZM.1	https://pathoplexus.org/seq/PP_002K7ZM.1	PQ634912.1	https://www.ncbi.nlm.nih.gov/nuccore/PQ634912.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Furlong, J.; Kim, H. G.; Greninger, A.	PP_002K7ZM	Washington
Australia/PP_002JG1B.2/2018-05-02	2018-05-02	PP_002JG1B.2	https://pathoplexus.org/seq/PP_002JG1B.2	OP904112.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904112.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JG1B	
Australia/PP_002JG53.2/2018-07-01	2018-07-01	PP_002JG53.2	https://pathoplexus.org/seq/PP_002JG53.2	OP904116.1	https://www.ncbi.nlm.nih.gov/nuccore/OP904116.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Oceania	Australia	B1	B1	False	Tulloch, R. L.; Eden, J.-S.	PP_002JG53	
USA/PP_002K198.1/2020-02-16	2020-02-16	PP_002K198.1	https://pathoplexus.org/seq/PP_002K198.1	PP947634.1	https://www.ncbi.nlm.nih.gov/nuccore/PP947634.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	North America	USA	B1	B1	False	Roychoudhury, P.; Xie, H.; Sereewit, J.; Kim, H. G.; Greninger, A.	PP_002K198	Washington
China/PP_002JMVH.1/2020-09-23	2020-09-23	PP_002JMVH.1	https://pathoplexus.org/seq/PP_002JMVH.1	OR883670.1	https://www.ncbi.nlm.nih.gov/nuccore/OR883670.1	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	Asia	China	B1	B1	False	Li, R.	PP_002JMVH	
